Linkage,Genetic_Distances(cM),Marker_ID,1,2,3,4,5,6,7,9,11,12,13,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,84,85,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149,150,151,152,153,154,156,157,158,159,160,161,162,163,164,165,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
lg6,75.25,CATG_nn_np_2761,nn,nn,nn,nn,np,--,nn,nn,np,np,nn,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,--,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,--,nn,np,--,--,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,--,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,--,nn,nn,np
lg6,75.83,AATTC_hk_hk_1039,hk,hk,kk,hk,hk,kk,kk,hk,hh,hk,hk,hk,hk,kk,hh,hk,hh,hh,kk,hk,hk,hh,hk,hk,hh,--,hh,hk,hk,hk,hk,kk,hk,hk,kk,kk,hk,hh,hk,hk,kk,kk,hh,kk,hh,--,hk,hh,hh,hk,hk,kk,hk,kk,hk,hk,hh,kk,hk,hk,hk,hk,hk,kk,hk,hk,kk,hk,hh,hk,hk,hk,hk,--,--,kk,hk,hk,hh,hk,kk,hh,hk,hh,hk,hk,kk,kk,hk,hk,hk,hh,hh,kk,hh,hk,hk,hk,hk,hk,hk,hk,hk,hh,kk,hh,hk,hk,--,kk,hh,hk,hk,kk,kk,hh,hk,hk,hk,--,hk,hk,hk,hk,kk,hh,hk,hk,hh,--,hk,--,hh,hk,hk,hk,hk,hk,--,hk,hk,hk,hk,--,kk,hk,kk,hh,hk,hk,hh,hh,kk,hk,kk,kk,hk,hk,kk,kk,hh,hh,kk,kk,hk,hk,hk,hk,hk,hh,hh,hh,--,hk,kk,hk,kk,hk,hk,hk,hh,hk,hh,hk,kk,hk,kk,hk,hh,kk,hk,hh,kk,hk,hk,hk,hk,hk,hk,hh,kk,kk,hk,hk
lg6,77.11,AATTC_lm_ll_1078,ll,--,lm,lm,ll,lm,lm,ll,ll,lm,ll,--,--,--,ll,lm,--,ll,lm,ll,--,ll,--,lm,ll,lm,ll,lm,--,lm,lm,lm,lm,lm,lm,lm,--,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,--,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,--,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,--,--,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,--,lm,ll,--,lm,ll,--,lm,ll,lm,ll,lm,ll,ll,ll,--,ll,ll,--,--,ll,--,ll,lm,lm,ll,lm,--,ll,ll,ll,--,lm,lm,--,lm,lm,--,lm,lm,ll,ll,lm,lm,--,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,--,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm
lg6,77.32,CATG_nn_np_3601,--,nn,nn,--,--,--,--,nn,np,--,nn,np,--,--,np,np,np,--,nn,--,np,--,nn,--,np,--,--,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,--,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,np,nn,np,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,nn,--,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,nn,--,nn,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,np,nn,nn,nn,np
lg6,77.32,CATG_nn_np_3040,--,nn,nn,--,--,nn,--,nn,np,np,nn,np,nn,--,np,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,--,nn,nn,np,--,np,nn,nn,np,np,np,np,--,np,nn,np,np,np,--,np,np,np,--,np,nn,nn,np,nn,nn,np,nn,--,nn,nn,nn,nn,--,np,np,np,np,nn,np,np,np,np,--,nn,--,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,nn,--,nn,np,nn,--,np,nn,--,np,nn,nn,nn,np,--,np,np,nn,np,nn,np,--,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,np,--,nn,--,np,np,nn,nn,--,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,--,np,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,np,nn,--,nn,np
lg6,77.66,CATG_lm_ll_3300,ll,ll,lm,ll,ll,lm,lm,ll,ll,--,ll,--,lm,lm,ll,--,ll,--,lm,lm,ll,lm,ll,--,ll,lm,ll,--,--,--,--,lm,--,lm,lm,lm,ll,--,lm,ll,lm,lm,ll,lm,ll,lm,ll,--,ll,ll,--,lm,--,lm,lm,lm,ll,lm,--,--,lm,lm,--,lm,ll,--,lm,--,ll,ll,ll,ll,ll,lm,lm,lm,--,--,ll,--,lm,ll,--,ll,--,ll,lm,lm,--,--,lm,ll,ll,lm,--,--,ll,--,--,--,ll,--,ll,ll,lm,ll,--,ll,lm,lm,ll,--,ll,lm,lm,ll,ll,ll,--,lm,ll,--,ll,ll,lm,ll,ll,--,ll,lm,ll,lm,ll,ll,ll,--,ll,--,lm,ll,ll,--,ll,lm,lm,ll,lm,--,ll,ll,ll,ll,lm,--,--,lm,lm,ll,lm,lm,ll,ll,lm,--,ll,--,ll,--,ll,--,ll,ll,lm,--,lm,--,lm,lm,ll,ll,--,--,ll,ll,lm,ll,lm,--,ll,lm,--,ll,lm,--,--,--,ll,ll,ll,ll,lm,lm,ll,--
lg6,77.66,CATG_lm_ll_2740,ll,ll,lm,--,ll,--,lm,ll,ll,lm,ll,lm,--,lm,ll,lm,--,ll,lm,lm,ll,--,ll,lm,--,lm,--,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,--,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,--,--,lm,lm,lm,lm,lm,ll,ll,lm,--,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,--,lm,lm,ll,lm,ll,lm,lm,ll,--,--,lm,lm,--,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,--,ll,ll,lm,ll,lm,--,ll,ll,--,ll,lm,--,ll,lm,--,ll,ll,ll,--,lm,lm,lm,lm,lm,ll,--,lm,ll,ll,lm,lm,ll,lm,ll,lm,--,ll,ll,ll,lm,lm,lm,--,lm,--,ll,ll,lm,lm,--,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm
lg6,79.1,AATTC_lm_ll_1318,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,--,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,--,lm,ll,lm,ll,--,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,--,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,--,--,lm,ll,--,ll,lm,ll,--,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,--,ll,lm,--,ll,ll,ll,--,lm,--,lm,--,--,--,lm,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,--,lm,lm,lm,ll,ll,lm,lm,--,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,--,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm
lg6,79.11,CATG_lm_ll_2367,--,--,lm,lm,--,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,--,--,lm,--,lm,--,lm,lm,ll,lm,--,--,lm,lm,lm,lm,lm,lm,lm,lm,ll,--,lm,--,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,--,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,--,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,--,lm,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm
lg6,79.6,AATTC_nn_np_1311,nn,--,nn,--,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,--,nn,np,--,np,nn,np,np,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,--,np,nn,nn,nn,np,nn,np,nn,nn,np,np,np,np,--,np,--,np,np,np,nn,np,np,np,np,np,--,--,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,np,np,np,np,nn,nn,nn,np,np,--,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,--,np,np,nn,--,nn,np,np,nn,nn,nn,np,--,--,np,nn,nn,np,nn,nn,nn,np,--,np,np,--,np,--,np,nn,--,np,nn,np,nn,--,nn,np,nn,nn,--,--,--,np,--,--,np,--,nn,np,--,--,nn,--,nn,nn,np,np,nn,--,nn,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,--,nn,np,nn,nn,nn,np
lg6,80.11,AATTC_lm_ll_361,--,--,ll,--,--,--,--,lm,--,ll,lm,ll,ll,--,lm,ll,lm,lm,ll,lm,ll,lm,lm,--,--,ll,lm,--,ll,--,--,ll,ll,ll,ll,ll,lm,--,lm,lm,ll,--,lm,ll,lm,ll,lm,lm,lm,lm,--,--,--,ll,ll,--,lm,ll,--,--,ll,--,ll,ll,lm,ll,ll,--,lm,lm,lm,lm,lm,ll,ll,--,ll,ll,lm,ll,ll,lm,--,lm,--,lm,--,ll,ll,ll,ll,lm,lm,ll,--,--,lm,ll,--,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,--,lm,--,--,lm,lm,lm,--,ll,--,lm,lm,lm,ll,lm,--,--,lm,--,lm,--,lm,--,--,--,lm,--,ll,lm,--,--,lm,lm,--,lm,ll,lm,--,lm,lm,lm,ll,ll,--,--,lm,--,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,--,lm,lm,lm,ll,ll,ll,--,ll,lm,lm,lm,ll,--,lm,lm,ll,lm,--,ll,lm,--,--,--,--,--,ll,ll,lm,lm,lm,lm,--,ll,lm,ll
lg6,80.11,AATTC_lm_ll_3438,lm,lm,ll,lm,lm,ll,ll,lm,lm,ll,lm,ll,--,ll,lm,ll,lm,lm,ll,lm,ll,lm,lm,ll,lm,--,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,--,lm,lm,lm,lm,--,ll,ll,ll,--,ll,lm,ll,ll,ll,ll,--,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,--,lm,--,lm,lm,ll,lm,lm,--,lm,--,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,ll,lm,ll,ll,lm,ll,ll,--,ll,lm,lm,lm,lm,--,ll,lm,--
lg6,80.62,CATG_lm_ll_2482,lm,lm,ll,lm,lm,ll,--,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,--,ll,lm,lm,ll,lm,--,lm,--,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,--,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,lm,--,ll,--,ll,--,lm,ll,ll,lm,--,lm,ll,lm,ll,ll,ll,ll,--,lm,lm,ll,lm,--,lm,--,ll,--,lm,--,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,ll,--,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,--,lm,ll,ll,lm,lm,--,lm,--,--,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll
lg6,80.62,AATTC_lm_ll_2615,lm,lm,ll,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,--,lm,lm,ll,lm,ll,lm,lm,ll,lm,--,lm,--,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,--,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,--,lm,lm,ll,lm,--,lm,--,ll,ll,lm,ll,lm,lm,ll,lm,--,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,--,lm,ll,ll,lm,lm,ll,--,--,--,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,--,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll
lg6,80.87,AATTC_nn_np_666,--,--,nn,nn,--,--,nn,--,np,--,nn,np,np,nn,np,np,--,np,nn,nn,np,np,nn,np,np,nn,np,--,--,np,np,nn,np,nn,nn,--,nn,--,np,--,nn,nn,np,--,np,nn,--,np,np,np,np,nn,np,np,np,np,np,nn,np,np,--,nn,np,--,nn,nn,nn,np,np,nn,--,nn,nn,--,nn,--,--,--,np,np,nn,np,np,np,np,--,--,nn,np,np,nn,np,np,--,np,np,nn,np,np,np,nn,np,nn,np,nn,np,np,nn,--,nn,--,np,--,--,nn,np,--,--,np,nn,nn,np,--,--,--,np,--,np,np,--,np,np,np,--,--,np,nn,np,--,--,--,np,nn,np,nn,nn,nn,np,--,--,--,np,--,np,nn,nn,np,nn,--,--,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,--,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,--,np,np,nn,nn,nn,np,nn,nn,nn,np
lg6,81.41,CATG_hk_hk_567,--,--,--,--,--,hk,--,--,hk,--,hh,--,--,--,hk,kk,--,--,hk,--,kk,--,--,--,--,hk,hk,--,--,--,--,hk,kk,hk,hk,hk,hh,hk,--,--,hk,--,hk,hh,hk,hk,hh,hk,hk,--,--,hk,--,hk,hk,--,hk,hk,--,kk,hk,hk,kk,--,hh,--,hk,--,hk,hh,hk,hh,hh,hk,hk,hk,kk,--,hk,hk,hk,--,--,hk,hk,hh,hk,hh,--,kk,hk,hk,hk,hk,hk,--,hh,kk,--,--,hh,--,hh,hk,hk,--,--,hh,hk,hh,hk,--,hh,--,hk,hk,hh,hh,--,hk,hh,kk,hh,hh,hk,--,--,kk,hk,hh,hk,hk,hk,hh,hh,kk,hh,kk,hk,hh,hh,--,hh,hk,--,hh,hk,hk,hh,hh,hk,hk,hk,kk,hh,--,hk,--,hk,hk,hk,hk,hk,--,hh,--,hh,kk,hh,hh,hk,hk,hk,kk,hk,--,hk,hh,hh,hh,kk,--,hk,hh,hk,hh,hk,kk,hh,hk,kk,hk,hk,kk,kk,kk,hh,hh,hh,hk,hk,hh,hh,kk
lg6,82.23,AATTC_nn_np_1454,--,--,nn,--,np,nn,--,nn,np,np,nn,np,np,--,np,--,np,np,--,np,np,np,nn,np,np,--,nn,--,np,--,np,--,--,np,--,--,np,np,np,--,nn,--,np,--,np,nn,nn,np,np,nn,np,--,np,--,np,np,np,nn,np,np,nn,--,--,nn,--,np,nn,np,np,nn,--,nn,nn,nn,nn,--,np,--,np,np,nn,np,np,np,np,--,--,nn,np,np,nn,np,np,nn,np,nn,--,np,np,nn,--,np,--,np,--,np,np,nn,nn,nn,np,np,nn,nn,--,--,--,nn,--,nn,--,np,nn,nn,--,np,nn,np,np,nn,np,nn,--,--,nn,--,nn,np,--,nn,nn,np,nn,--,--,nn,nn,--,nn,nn,np,np,nn,np,np,--,np,--,--,nn,--,np,nn,np,nn,np,nn,np,nn,--,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,np,--,nn,nn,np,nn,--,nn,np
lg6,82.23,CATG_hk_hk_624,hh,hh,hk,hk,hk,hk,hk,hh,hk,kk,hh,kk,kk,--,hk,kk,hk,hk,hk,hk,kk,hk,hh,kk,hk,hk,hk,--,kk,kk,hk,hk,--,hk,hk,hk,hh,hk,hk,hh,hk,hk,hk,hk,hk,hk,hh,hk,hk,hk,kk,hk,kk,hk,--,hk,hk,hk,kk,kk,hk,hk,--,hh,hh,--,hk,kk,hk,hh,hh,hh,hh,hk,hk,hk,--,kk,hk,kk,hk,hk,kk,hk,kk,hh,hk,hk,kk,kk,hk,hk,hk,hk,hk,--,hk,kk,kk,kk,hh,kk,hh,hk,hk,hk,kk,hh,--,hk,hk,kk,hh,hk,hk,hk,hh,hh,kk,hk,hh,--,hh,hh,hk,hk,hh,kk,hk,hk,hk,hk,hk,hh,hh,kk,hh,kk,hk,hh,hh,kk,hh,hk,hk,hh,hk,hk,hh,hh,hk,hk,hk,kk,kk,hk,hk,hh,hk,hk,hk,hk,hk,kk,hh,--,hh,kk,hh,hk,hk,hk,hk,kk,hk,kk,hk,hk,hh,--,kk,kk,hk,hh,hk,hh,hk,kk,hh,hk,kk,hk,hk,kk,kk,kk,hh,hh,hh,hk,hk,hk,hh,kk
lg6,82.23,AATTC_hk_hk_988,--,kk,hk,kk,hk,hk,hk,--,hk,hh,kk,hh,hh,hk,hk,hh,hk,hk,hk,hk,hh,hk,kk,hh,hk,hk,hk,hh,hh,hh,hh,hk,hh,hk,hk,hk,kk,hk,hk,kk,hk,hk,hk,hk,hk,hk,kk,hk,hk,hk,hh,hk,hh,hk,hh,--,hk,hk,hh,hh,hk,hk,hh,hk,kk,hh,hk,hh,hk,kk,hk,kk,kk,hk,hk,hk,hh,hh,hk,hh,hk,hk,--,hk,hh,kk,hk,hk,hh,hh,hk,hk,hk,--,hk,hh,kk,hh,hh,hk,kk,hh,kk,hk,hk,hk,hh,kk,hk,hk,hk,hh,kk,hk,hk,hk,kk,kk,hh,hk,kk,hh,kk,kk,hk,hk,kk,hh,hk,hk,hk,hk,hk,kk,kk,hh,kk,hh,hk,--,kk,--,kk,hk,hk,kk,hk,hk,--,--,hk,hk,hk,hh,hh,hk,hk,kk,hk,hk,hk,hk,hk,hh,kk,hh,kk,hh,kk,hk,hk,hk,hk,hh,hk,hh,hk,hk,kk,kk,hh,hh,hk,kk,hk,kk,hk,hh,kk,hk,hh,hk,hk,hh,hh,hh,kk,kk,kk,hk,hk,hk,kk,hh
lg6,82.23,CATG_hk_hk_900,--,kk,hk,kk,hk,hk,hk,--,hk,hh,kk,hh,hh,hk,hk,hh,hk,hk,hk,hk,hh,hk,kk,hh,hk,hk,hk,hh,hh,hh,hh,hk,hh,hk,hk,hk,kk,hk,hk,kk,hk,hk,hk,hk,hk,hk,kk,hk,hk,hk,hh,hk,hh,hk,hh,hh,hk,hk,hh,hh,hk,hk,hh,hk,kk,hh,hk,hh,hk,kk,hk,kk,kk,hk,hk,hk,hh,hh,hk,hh,hk,hk,hh,hk,hh,kk,hk,hk,hh,hh,hk,hk,hk,--,hk,hh,kk,hh,hh,hk,kk,hh,kk,hk,hk,hk,hh,kk,hk,hk,hk,hh,kk,hk,hk,hk,kk,kk,hh,hk,kk,hh,kk,kk,hk,hk,kk,hh,hk,hk,hk,hk,hk,kk,kk,hh,--,hh,hk,hk,kk,hh,kk,hk,hk,kk,hk,hk,--,kk,hk,hk,hk,hh,hh,hk,hk,kk,hk,hk,hk,hk,hk,hh,kk,hh,kk,hh,kk,hk,hk,hk,hk,hh,hk,hh,hk,hk,kk,kk,hh,hh,hk,kk,hk,kk,hk,hh,kk,hk,hh,hk,hk,hh,hh,hh,kk,kk,kk,hk,hk,hk,kk,hh
lg6,82.23,CATG_hk_hk_202,kk,--,hk,hk,hk,hk,--,kk,hk,hh,kk,--,hh,hk,hk,hh,hh,hk,hk,hk,hh,hk,kk,hh,hk,hk,hk,--,hh,hh,hh,hk,hh,hk,hk,hk,kk,hk,hk,kk,hk,hk,hk,hk,hk,hk,kk,hk,hk,hk,--,--,hh,hk,hh,hh,hk,hk,hh,--,hk,hk,hh,hk,kk,hh,hk,hh,hk,kk,hk,--,kk,hk,hk,hk,--,hh,hk,hk,hk,hk,--,hk,hh,kk,hk,hk,hh,hh,hk,hk,hk,hk,hk,hh,kk,--,hh,--,--,hh,--,hk,--,hk,hh,kk,hk,hk,hk,--,kk,hk,hk,hk,kk,kk,--,hk,kk,hh,kk,--,hk,hk,--,hh,hk,hk,hk,hk,hk,kk,hk,hh,kk,hh,hk,kk,--,hh,kk,hk,hk,kk,hk,--,kk,kk,hk,--,hk,hh,hh,hk,hk,kk,hk,hk,hk,hk,hk,hh,--,hh,kk,hh,kk,hk,hk,hk,hk,hh,hk,--,hk,hk,kk,--,hh,--,hk,kk,hk,kk,hk,hh,--,hk,hh,hk,hk,hh,hh,hh,kk,--,--,hk,hk,hk,kk,hh
lg6,82.23,AATTC_hk_hk_543,--,--,--,--,hk,hk,--,hh,hk,kk,hh,--,--,hk,hk,--,hk,--,--,hk,kk,--,hh,--,hk,hk,hk,--,kk,--,kk,hk,kk,hk,hk,hk,hk,hk,hk,hh,hk,hk,hk,hk,hk,hk,hh,--,hk,hk,kk,--,kk,hk,kk,hk,--,hk,--,kk,--,hk,kk,hk,--,kk,--,kk,hk,hh,--,hh,hh,hk,hk,hk,hk,kk,hk,kk,hk,hk,--,hk,kk,hh,hk,--,kk,kk,hk,hk,hk,hk,hk,--,hh,kk,kk,kk,hh,kk,hk,hk,hk,hk,kk,hh,hk,hk,hk,hk,hh,hk,hk,hk,hh,hh,kk,hk,hh,kk,hh,hh,hk,hk,hh,kk,hk,hk,hk,hk,hk,--,--,kk,hk,kk,hk,hh,hh,--,hh,hk,hk,hh,hk,hk,hh,hh,hk,hk,hk,kk,--,hk,hk,hh,hk,hk,hk,hk,hk,kk,hh,kk,hh,kk,hh,hk,hk,hk,hk,kk,hk,kk,hk,hh,hh,hh,kk,kk,hk,hh,hk,hh,hk,kk,hh,hk,kk,hk,hk,kk,kk,kk,hh,hh,hh,hk,hk,hk,hh,kk
lg6,82.23,CATG_nn_np_3111,--,--,nn,nn,np,--,nn,nn,np,np,nn,np,--,np,--,np,np,--,nn,np,np,np,--,np,np,--,--,np,np,np,--,nn,np,np,nn,nn,nn,--,np,--,nn,nn,np,nn,np,nn,nn,np,np,np,np,--,np,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,--,nn,--,np,np,np,np,nn,np,np,np,np,nn,nn,--,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,np,nn,nn,--,np,nn,--,np,nn,nn,np,nn,nn,nn,np,--,np,np,nn,np,nn,np,nn,nn,np,nn,np,nn,--,nn,np,nn,nn,nn,nn,nn,--,nn,nn,np,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,np,nn,--,nn,np,nn,np,--,np,--,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,np,nn,nn,nn,np,nn,nn,nn,np
